# Dados DNS Gerados
# Total de domínios: 10000
# Formato: domínio -> ip1,ip2,ip3...

app-sense.biz -> 133.162.72.92,156.222.63.50,165.197.122.40
kristinaport.com -> 219.117.201.250,99.201.113.131,31.112.3.195
environment-cloud.com -> 49.128.147.187
bakershire-area.com -> 116.229.221.46,35.98.55.146,64.142.176.172
softimagine.org -> 136.175.149.67,59.205.12.196
institute-car.com -> 203.245.29.11,55.92.67.177
suffer-association.com -> 101.236.222.194,150.129.53.71,217.73.193.188
read-center.com -> 160.84.199.29,136.241.17.34
northnormaviewlocal.com -> 74.14.232.213,216.26.225.29
simonmorrison.com -> 91.200.244.3
bass777.net -> 142.62.77.233,80.47.15.88
cloudmanagement.info -> 73.44.56.46,40.181.119.207
hurley996.com -> 167.161.123.44,39.245.195.91
rich-foundation.org -> 35.162.37.198
director-code.org -> 67.194.6.181
foundation-range.com -> 174.96.142.145,116.35.117.43
pacestevens.com -> 137.240.86.173
ginasanchez.com -> 95.245.196.129
lozanohudsonandswans.com -> 51.154.83.7,150.173.147.87
seek-institute.net -> 157.53.247.18,179.182.16.116
consumer-institute.net -> 22.45.110.27,191.198.192.16
sawyerbeckerandroy.com -> 167.7.251.140
shoulder-association.com -> 78.161.21.121,73.72.193.214,206.61.39.8
digitalweek.gov -> 77.166.85.170,141.90.211.87,40.71.34.167
thomas565.info -> 49.81.230.54,145.182.165.165,192.227.154.232
foundation-should.com -> 218.195.110.135
garcia198.net -> 110.11.91.212
during-center.com -> 9.246.221.70,195.102.158.196,72.177.226.186
boothandersonandhigg.net -> 111.161.22.72,185.87.175.22,149.170.37.193
kellymcguireandfrede.org -> 193.69.8.174
chanyoder.com -> 24.187.168.132,97.174.123.29,48.245.172.167
directorcenter.com -> 215.85.232.81,175.167.138.55
daughterapi.info -> 180.67.31.166,182.233.13.10
politicalcode.com -> 43.249.143.50
web-base.com -> 174.193.248.171,64.195.74.8,64.23.47.174
alexandermartin.org -> 122.2.212.14,201.138.157.109,202.195.235.181
society-street.net -> 218.252.9.133,119.242.142.241,86.208.118.215
thomas-rodriguez.gov -> 75.157.241.198
above-tech.com -> 2.199.54.233,93.0.213.243
cyberdoctor.com -> 87.32.97.38,77.105.246.153
daniel86.com -> 22.43.44.25,216.206.22.64,206.125.160.74
williams634.com -> 192.138.59.243
return-tech.com -> 151.225.43.143,129.183.24.214
southamyarea.com -> 67.195.64.46,21.135.193.1,94.144.209.214
cloudbed.org -> 211.225.47.210
alexandra.bruce.com -> 193.177.192.54
eastcaitlynarea.biz -> 148.177.192.1
foundation-over.com -> 34.107.91.193
david.clark.com -> 167.110.213.29
sophia.wilson.com -> 33.228.63.74
decade-digital.com -> 104.56.93.9,160.232.48.191
shieldsport.com -> 207.184.6.237
alexanderviewonline.com -> 78.37.112.79
williamsplc.com -> 155.21.168.127,27.47.128.128
nameinstitute.gov -> 159.3.151.151
petersonweaver.gov -> 200.5.0.214,134.52.176.224
kevin681.com -> 156.3.230.182,107.248.63.184
gutierrezcarter.com -> 60.128.2.60,110.222.51.185
danvilleonline.info -> 40.152.235.88,78.118.55.107
rather-soft.edu -> 6.151.116.131,216.75.199.88,212.173.248.83
mcdowell166.com -> 121.140.10.50,205.156.9.136
danielfurtonline.com -> 17.18.136.81,29.108.66.74
anne.fitzgerald.com -> 219.132.81.117,15.36.240.186
josephjones.net -> 177.191.75.105,59.243.200.114
cyber-lot.com -> 155.113.81.194
keith579.com -> 23.142.138.150,156.205.18.150
center-note.net -> 148.74.60.204,119.144.55.240,74.63.52.38
andrewskoch.com -> 81.5.166.93
heartcenter.com -> 137.108.12.155,216.71.27.196,197.193.16.146
amy7.net -> 66.131.133.232,22.109.210.134
cooperhavenregion.org -> 171.126.58.119,43.107.119.110,196.142.233.71
sometimes-center.com -> 78.29.234.150
cloud-relate.com -> 194.162.218.47,22.170.190.130
parsonswilson.com -> 62.246.10.245,196.74.26.38
eric280.org -> 85.217.183.239
kellerhuffman.com -> 39.94.111.157,41.20.66.68
white435.com -> 188.46.88.137
andrew.carpenter.com -> 160.3.112.242
type-foundation.com -> 223.183.34.157
lewisvaldezandwillia.com -> 200.31.144.228
wintersllc.com -> 79.188.168.153,175.62.203.226
destinyberg-local.net -> 148.174.239.210
oconnorsidelocal.net -> 123.140.235.111,222.30.59.233,160.113.26.116
sincedata.net -> 17.100.110.10,33.151.220.240
victormcmillan.com -> 81.202.177.176,163.245.216.29
johnsonwilliams.org -> 124.81.63.199,191.159.87.104
snow390.com -> 56.205.29.188,2.84.109.74
allenmouthcity.com -> 18.137.235.42,223.75.218.76
burnsturnerandsmith.com -> 55.250.94.99
kimmartinezandhernan.com -> 191.251.173.116,49.138.24.231
burnsllc.biz -> 210.8.90.194,119.133.162.200,107.80.218.201
dev-section.com -> 121.96.78.190,74.78.94.74
harrisandsons.net -> 138.48.148.96,65.134.28.27
southhollyville.com -> 101.70.248.45,128.110.29.184
jenniferhaven.net -> 122.207.16.226,62.233.26.209,81.4.207.86
lakestephaniefurtonline.com -> 50.253.37.185,46.195.89.185
partcenter.com -> 70.81.154.1,51.216.243.172
scottfurt-region.com -> 30.103.97.23,188.200.177.46,207.202.105.143
cruzview-local.com -> 28.156.12.113
anycloud.org -> 2.128.189.86,85.227.180.35
newryan.edu -> 52.133.157.178
with-society.com -> 99.237.151.104,50.102.178.106
soft-page.com -> 159.175.217.20,15.205.106.175,198.247.208.35
herselfcenter.com -> 49.167.235.60
eastadam-area.net -> 87.39.251.170,154.129.128.31,213.114.3.140
serranomcdonaldandsh.com -> 155.162.133.153
still-society.com -> 130.56.138.197,94.167.41.57,90.141.124.58
code-traditional.com -> 203.179.193.93,143.186.110.206
mcbrideinc.com -> 120.113.227.129,97.132.243.251
hooverallenandhoover.edu -> 211.120.200.223,216.105.58.41
smithgomezandshaw.org -> 63.225.187.186
watsonhorton.com -> 57.33.235.211
damon116.biz -> 99.168.224.77,206.197.131.112
shawn909.com -> 101.37.77.163
writesociety.com -> 22.100.24.208,157.51.162.176,178.217.6.87
ai-realize.info -> 117.149.231.66
moseschester.com -> 193.126.176.211
harris700.info -> 171.107.238.76
jennifergarner.net -> 24.2.192.182,73.3.244.199
mark.fleming.net -> 211.236.227.28,135.24.3.64
andersonchesteronline.org -> 206.115.192.39,154.240.28.9
rushvargasandlong.com -> 217.22.45.133,87.41.42.130
think-foundation.info -> 93.72.229.191
jamesolson.com -> 177.142.57.255
portnatalieberg-local.com -> 159.165.31.5,160.238.23.221
buchananoliverandcha.com -> 180.18.20.10
eastambermouthregion.com -> 106.14.197.64,87.97.147.45,130.167.95.163
society-protect.org -> 125.104.73.128,188.63.0.204,108.224.61.83
robertburghcity.com -> 105.128.105.92
rogerschesterregion.org -> 115.197.237.0
carolynduke.com -> 41.246.80.166,40.106.28.164
identify-soft.biz -> 79.101.179.134
ryanbestandsmith.org -> 95.166.38.109,50.42.18.206
chambersandsons.biz -> 82.30.5.221,11.8.181.190,187.22.187.253
freemanllc.com -> 77.151.70.247,183.229.100.56
year-society.com -> 96.110.208.44,169.221.204.228
taylorllc.com -> 76.241.9.64,64.197.2.248
managementcenter.edu -> 21.144.130.73,117.65.184.212
dev-scientist.org -> 136.69.30.74,191.165.150.18
day936.com -> 27.88.223.254
alexander874.org -> 72.37.64.249,31.57.224.236,201.89.167.142
collinsmcintosh.com -> 38.58.142.243,110.59.240.191,38.196.167.77
matthewvega.net -> 136.41.144.100,139.120.137.231
zimmermancollier.com -> 203.108.65.101,70.73.68.161
digitaldespite.net -> 215.31.103.74,131.60.8.181
mooremontgomery.com -> 186.147.247.171,12.155.188.107,167.146.10.55
jacobbush.edu -> 172.143.24.103
theory-ai.com -> 66.199.21.178
coleinc.com -> 135.4.96.235,111.16.207.188
greenebradley.com -> 165.10.122.129,18.205.20.94
laurielandcity.com -> 161.110.227.78,43.247.93.243
cost-association.com -> 89.15.233.224,218.104.15.53
williams613.com -> 184.11.180.130,98.2.109.149,220.141.176.77
joseph-king.biz -> 175.88.227.182
brianna-king.net -> 104.30.137.169,157.168.40.110,138.145.209.75
sandersmason.com -> 61.142.98.233
portcourtneymouth-local.org -> 218.58.57.214,134.207.164.212,77.248.157.156
cupsociety.gov -> 6.250.32.221,112.58.109.169,66.198.220.52
cynthia724.edu -> 14.201.59.11
frederickmouth.org -> 55.168.198.11
ok-foundation.net -> 62.175.12.207,108.241.239.98
maintain-institute.com -> 143.113.240.38
hillfisher.org -> 114.240.227.70
ai-seek.com -> 56.58.4.82,58.112.97.93
shawnalandonline.org -> 58.74.217.226,186.167.23.114
center-camera.com -> 31.215.178.189
foundation-democrat.biz -> 36.89.221.230,165.220.251.159
daniel720.com -> 199.202.177.55,152.190.34.5,55.25.125.15
robinortiz.com -> 160.51.163.116,78.162.119.62
robinsonmanningandhe.gov -> 153.74.83.152
zacharyberg.info -> 74.57.112.160,97.5.231.3
apigas.com -> 80.255.5.77,62.183.158.48
foundation-whose.info -> 151.145.172.27
mary-gonzalez.com -> 142.181.229.252,29.57.9.223
douglas.jordan.com -> 100.175.84.167
mathiswilliamsandjon.com -> 162.123.237.65,106.72.173.112
campaigncenter.com -> 76.209.250.136,41.130.190.18,44.44.28.172
eastcatherine.org -> 37.144.147.116,185.199.146.199
ashley.hurst.edu -> 2.26.48.232,29.215.47.196,149.4.219.126
morrisonplc.org -> 22.204.32.31
receivedigital.com -> 198.101.163.177,188.228.88.236
lotml.biz -> 129.137.253.107,92.13.34.137
foundation-mouth.edu -> 108.218.236.148
insidesociety.com -> 28.140.88.81,51.192.58.106
hoffmanreynoldsandsu.gov -> 83.203.132.173,101.209.35.152
center-mouth.com -> 109.178.25.32,208.134.89.56,13.93.194.46
whitecobbandsimmons.org -> 139.204.150.196,41.93.174.111
portrobin-local.edu -> 92.170.209.102,181.21.54.206
sanchezdougherty.com -> 189.54.58.24
will-digital.com -> 5.83.62.174,17.193.89.114
jessica.nelson.com -> 107.218.252.102
cyber-environment.org -> 155.140.15.135,38.190.35.145,70.104.136.23
carolfurt.com -> 67.21.169.228
bergfurt.edu -> 110.45.133.55,191.17.105.24
westteresalocal.org -> 144.78.255.121,215.221.171.245,151.13.243.212
christopher-krueger.com -> 148.188.145.226,37.140.32.47
jerome302.com -> 78.149.58.59
heather.young.com -> 79.216.64.119
northrandallborougharea.com -> 123.93.219.22
brendaballard.info -> 141.5.255.97,31.205.126.177
play-cyber.net -> 194.253.165.170,128.38.164.75
benefit-center.com -> 181.12.78.199,104.113.225.132
lewis967.info -> 13.223.126.9,104.24.46.167
productfoundation.com -> 105.151.42.236
hernandezjones.org -> 99.40.234.54
lakecarlarea.biz -> 181.173.136.78,95.10.204.140
answersys.com -> 96.250.64.110,7.105.93.32
lopezville-region.com -> 98.200.14.110
smithcharlesandsanch.edu -> 157.55.73.153,26.63.20.80
insidefoundation.com -> 208.112.145.118,64.93.112.210,133.17.83.95
bennettmouth.com -> 170.217.170.187,173.100.176.6
melissahaven-city.com -> 115.127.222.250,167.178.2.155
build-app.biz -> 36.167.157.219,63.138.63.179
ryanvilleregion.com -> 67.191.208.74,222.120.99.224,94.227.116.67
chance-cloud.com -> 216.36.253.218,79.49.208.150
esparzaballandsmith.com -> 214.119.165.229,39.76.77.67,107.71.64.52
wilsonltd.gov -> 129.153.183.162,45.189.143.254,105.55.159.127
officeai.com -> 117.154.215.136
culturedev.com -> 152.153.176.84,106.92.99.22,130.191.97.238
northjeffreycity.info -> 93.232.156.107,1.148.140.93
companysociety.edu -> 11.113.18.20,110.46.51.208
foundation-minute.com -> 134.127.52.92,178.171.140.237
griffinville.org -> 91.182.96.109
center-wind.gov -> 29.42.120.176,176.57.212.121
harry.davis.biz -> 99.45.2.64
two-ai.com -> 121.90.178.29,23.123.203.236,181.117.209.109
congress-center.org -> 83.32.160.118,85.161.239.20,101.11.219.24
sysfear.com -> 204.24.108.119
michael-gonzalez.info -> 145.252.25.75,177.240.213.96,129.194.11.229
dev-line.edu -> 52.118.112.61,80.154.244.234
warren922.com -> 63.82.35.72,23.114.39.141,184.4.31.158
ryan.bishop.com -> 64.113.169.84,2.232.172.213,198.243.18.212
cyberincrease.net -> 125.45.44.149,174.183.202.233,205.219.188.65
fund-association.org -> 32.127.113.107,74.117.123.149,30.139.198.127
danielle-holden.org -> 114.51.98.196,4.52.213.247,79.30.218.116
casesys.org -> 70.232.125.95
portericborough.com -> 123.106.220.29,220.68.106.194,9.42.253.216
carlsoncoxandwhite.net -> 84.37.166.241,94.5.35.225,145.123.137.130
wells563.com -> 69.173.131.176
williamsfurt.net -> 125.104.21.74,207.132.251.184
gainesside.info -> 44.126.218.225,133.187.110.70,108.18.232.172
themselves-cloud.com -> 65.157.135.146,51.14.138.211,4.164.90.23
danielsltd.gov -> 8.255.193.238
whitecode.info -> 81.143.91.3,174.174.161.25
holly-porter.com -> 157.190.1.196,18.71.125.43
data-pattern.net -> 212.34.201.38,123.49.94.107
joandavis.org -> 73.207.80.203
kristy380.com -> 36.206.118.43,207.221.136.189
changwilliams.com -> 214.148.145.95
smithpadillaandbell.gov -> 119.59.222.40
mothersociety.gov -> 222.23.252.47
code-magazine.com -> 148.165.102.207
lakeeduardocity.com -> 150.156.175.101,139.175.125.211
alexandriaside-area.edu -> 23.139.5.142
herself-soft.org -> 159.237.44.66,111.86.87.148
harvey293.net -> 214.21.232.154
dinnerinstitute.net -> 149.185.141.169,129.4.113.209,108.20.55.215
shannonplc.biz -> 118.106.5.58,140.130.57.36,185.221.224.237
cyber-space.com -> 50.77.201.40,123.163.169.47
richardsandsons.com -> 57.37.64.69
cyber-style.com -> 136.96.47.189
digitalsee.com -> 113.61.50.143
softon.org -> 189.82.101.8
sullivanberg.net -> 26.171.243.223,193.115.149.51
vincentinc.org -> 205.67.169.53
christiangroup.net -> 47.187.229.49
expect-association.com -> 179.187.238.146
everybody-center.com -> 136.134.58.12,89.126.176.202,144.88.230.37
ussociety.com -> 149.249.192.42,110.166.78.165,101.87.184.53
lauren.rice.info -> 45.229.198.36,99.172.202.57
campbellllc.org -> 39.128.24.119,185.206.180.227,103.41.118.86
millerinc.edu -> 24.124.2.54
visittech.com -> 146.192.247.182,199.170.54.221
association-mean.com -> 138.171.56.220,178.151.253.15
spencerhigginsandwhi.org -> 147.55.96.23,39.4.174.29,210.99.19.177
newdanielarea.net -> 192.154.26.140,125.246.231.243,139.28.224.106
guerreroroberts.com -> 156.76.87.39
consumer-association.net -> 121.162.102.179,63.187.225.221
housesociety.com -> 179.200.191.13,32.34.104.122
cloud-ask.info -> 19.208.186.31,120.154.51.243
data-subject.org -> 12.114.133.67
datause.net -> 143.3.210.151
anythinginstitute.com -> 61.203.94.25,162.190.135.223,121.146.147.56
northjenniferland.com -> 89.227.92.40,192.172.244.86
institute-situation.com -> 28.73.34.188
shelby.parker.com -> 178.69.185.211,221.77.237.150,90.237.12.181
paulpriceandswanson.com -> 58.114.51.195,119.34.76.173,211.71.47.236
nicole639.com -> 210.11.39.71
naturalfoundation.com -> 209.46.228.68,32.146.180.180,49.10.103.227
millershire-region.com -> 70.224.248.98,218.48.129.117
sysable.com -> 76.57.133.119,66.210.136.129
browninginc.com -> 99.216.67.166,110.166.101.74
lakedennis.com -> 209.236.40.134
once-institute.com -> 37.29.223.191,122.92.228.5
chance-foundation.info -> 61.146.240.1,152.93.211.137
christine.olsen.net -> 190.124.45.238,12.46.39.234
frankhuynh.com -> 146.76.121.73,81.66.138.245
century-cyber.info -> 120.28.88.101,142.66.250.53,170.173.166.90
employeeweb.com -> 155.20.177.126,86.167.92.20,138.219.169.223
foundation-natural.org -> 148.156.150.173
sisterassociation.com -> 145.125.25.220,26.91.126.32,155.244.206.140
different-soft.com -> 223.172.66.56
lynch637.net -> 107.172.136.48
anthony711.org -> 31.3.236.75
southscott.edu -> 83.245.227.249,179.48.200.142
woodandsons.info -> 134.157.186.15,49.247.170.214,163.173.156.92
eastmatthewchester-region.com -> 180.68.140.178,14.142.154.7
chenreyesandmoran.com -> 169.181.166.128
westkyle.com -> 28.145.200.131,95.29.103.47,37.61.165.123
association-month.com -> 56.236.65.106,106.48.62.21,50.73.28.7
foxandsons.net -> 169.172.48.147,131.229.139.119,11.191.2.41
richardbury-online.edu -> 49.176.220.191
danielle.ruiz.com -> 26.150.86.181
portsethchestercity.com -> 219.153.198.182,186.83.234.210,23.38.252.98
hutchinsonking.edu -> 165.164.84.165,180.243.97.201
jonesjackson.com -> 50.150.144.213,35.73.200.240
christopher.vasquez.com -> 42.223.153.124,169.122.244.151,139.53.192.226
pretty-society.com -> 125.182.97.22
generation-center.edu -> 214.176.86.102,166.91.201.3,17.176.2.15
change-institute.com -> 78.87.43.234,149.185.10.212,123.128.82.33
afoundation.com -> 80.200.88.197
petersonltd.gov -> 72.63.241.165,126.212.103.78
organization-digital.org -> 191.8.123.187
cyber-visit.com -> 53.206.43.248,76.232.235.161,158.218.78.106
how-center.net -> 149.91.126.188,108.140.147.92
robertcollins.com -> 181.92.206.149,67.207.174.26,79.191.147.90
westnicole-city.com -> 95.226.46.161,11.5.141.72
thomaswhite.info -> 54.91.101.64,198.176.71.175,130.160.214.219
garciabest.com -> 69.113.28.252,166.39.73.231,79.177.128.129
ml-degree.org -> 196.236.245.254
wagnerllc.gov -> 37.142.189.165,12.210.96.203,118.224.207.96
lakehenrytown.org -> 140.191.246.178
walkerplc.com -> 5.68.74.201
northbettychester.org -> 29.56.229.214,30.165.91.127
digital-stay.com -> 23.175.117.0,169.87.145.197,190.152.179.112
collinsstad-area.biz -> 35.185.25.119
jared647.org -> 13.75.13.184,164.0.124.7,102.113.180.71
wintersandsons.net -> 45.19.143.4
nathanbury.org -> 173.21.21.23,97.254.244.21
current-society.net -> 133.67.128.128,102.71.130.79
techforeign.com -> 193.161.58.179
great-sys.org -> 176.233.103.197,20.149.141.247
nicholas.smith.org -> 91.11.166.254,92.41.58.121,126.54.85.213
luisduarte.com -> 185.128.165.16
briggswoods.com -> 110.184.150.162,202.125.71.37,184.40.194.103
taylorterryandconley.net -> 143.243.174.171
eastbrandyton.edu -> 26.120.90.68
hullstad.net -> 104.137.136.70,109.199.147.73,11.76.199.181
longfoundation.net -> 19.146.176.225,106.228.76.37,4.173.83.185
web-perhaps.biz -> 147.53.193.54
stephaniefurt.net -> 149.93.51.68
aguilarcurryandgrave.org -> 125.147.7.157,146.195.226.149,198.119.94.23
katrinaberg-area.com -> 112.24.47.229,68.164.170.3,194.173.243.183
floor-institute.com -> 220.5.147.226
mission-society.com -> 6.164.81.148,120.19.30.122
newbriannafortarea.com -> 150.47.131.7,179.255.119.185,217.163.238.113
society-how.biz -> 17.100.64.232,183.79.244.21,41.43.13.175
rebeccaberg.com -> 208.228.56.72,83.208.71.206
joneswebbanddawson.com -> 175.246.89.10
johnhaynes.gov -> 47.226.88.135,70.65.112.154,116.196.231.229
alexanderfreeman.info -> 133.158.143.184,49.42.25.161
timothyburghcity.net -> 25.60.14.207,140.224.196.34,220.201.160.80
mcdanielshaw.net -> 219.92.160.57,155.16.223.255
rebecca.myers.com -> 204.143.216.22,61.245.73.11,84.206.117.92
association-his.net -> 175.84.201.147,90.247.177.124,51.76.10.85
knight173.com -> 47.75.128.167
kingfowler.com -> 55.182.52.36,58.115.216.128,68.151.146.207
clarkllc.biz -> 44.6.56.133
codeculture.org -> 87.197.214.212,205.48.80.81,57.220.159.237
cloudaudience.org -> 133.55.177.59,201.183.247.231,222.110.255.86
through-institute.org -> 185.251.0.219
francolyonsandhughes.edu -> 25.187.200.8
duncanhaven-area.edu -> 154.34.114.138,178.186.145.221
owner-sys.com -> 46.93.170.65,74.94.205.166
simsview-local.net -> 152.224.38.253,139.185.150.192,98.199.197.122
southjohnbury.com -> 71.182.75.114
southjuan.com -> 128.163.137.82
bring-institute.com -> 22.133.134.133,193.46.82.249
society-own.net -> 175.102.232.13,112.69.140.19
cloud-think.org -> 13.136.204.224,118.54.128.238
southkristinburgh-region.com -> 99.78.74.126,99.86.97.206
many-web.org -> 103.105.64.156,27.245.117.235,50.132.103.101
digitalcompare.com -> 185.230.129.177
lauren84.com -> 32.137.159.92
association-this.com -> 193.18.23.100,114.140.175.182
harrisborough-region.com -> 185.223.139.8,181.146.89.4
foundation-security.com -> 28.48.162.247,103.76.172.154
lakejennyregion.gov -> 166.156.75.97,73.174.7.110,79.138.155.2
they-cloud.net -> 193.1.177.78,155.121.30.77,218.139.99.120
wadegutierrezandtayl.net -> 85.110.8.49,102.65.156.221
see-web.com -> 74.120.20.235,9.65.244.63
man-center.net -> 16.245.236.137,163.88.119.1,155.33.40.62
imageweb.org -> 57.27.41.188,147.112.31.204
thompsonland.info -> 138.34.168.163
lynnnguyen.org -> 13.97.110.205
eastjamesfort.edu -> 139.18.247.51
elizabethburke.net -> 196.31.155.99
mlthere.com -> 117.199.149.248
schultz288.net -> 96.220.122.168
eastjennifer-local.com -> 180.9.95.253,171.202.248.138
robertville-area.com -> 149.232.77.88,79.248.55.15
woodplc.edu -> 17.248.134.161,18.37.88.208,89.121.28.58
hernandezsweeney.com -> 132.159.186.44,163.206.173.242,210.92.223.115
hill308.com -> 31.228.146.47,37.182.84.231,113.91.190.66
issueinstitute.net -> 222.24.70.212
combsberg-region.biz -> 202.198.1.89,84.250.128.225
realizecenter.com -> 120.48.136.139,212.49.123.79,1.134.238.195
institute-partner.com -> 182.18.30.167
joymouth-region.edu -> 29.24.208.189,210.117.88.16,183.155.88.167
mlwhy.com -> 7.126.212.212
guninstitute.info -> 129.13.156.130,177.22.56.8,133.201.45.169
association-save.com -> 54.47.252.75,190.49.248.138
zachary-thomas.com -> 101.186.172.3,202.96.100.216
patrick-smith.net -> 82.57.201.57
mooregroup.gov -> 88.128.205.242,84.240.129.100,154.57.140.233
institute-already.com -> 159.136.196.84
nor-cloud.gov -> 92.13.199.7,72.243.96.235
barreraandsons.info -> 214.222.135.71
weboil.info -> 204.205.52.138
yet-ml.com -> 64.186.226.144
sondata.edu -> 221.169.91.73,62.130.214.190,23.8.236.230
martinsmith.org -> 142.78.144.129,48.3.158.41,14.1.95.142
roberttownonline.com -> 19.56.114.86,128.41.33.58
hand-center.com -> 52.220.205.42,25.47.31.154
those-center.net -> 214.51.128.45,159.77.183.227
timothystewart.com -> 60.214.125.58
newjohnlocal.net -> 32.92.93.199,149.222.186.186,125.179.236.142
francisburycity.org -> 177.154.61.178
someone-cyber.com -> 59.112.184.233
martinezhornandriver.com -> 192.36.95.3
performassociation.org -> 166.194.61.48,171.173.164.149
careinstitute.com -> 63.179.157.123,177.142.250.252
johnsonmurphyandwill.com -> 69.204.198.154,188.90.249.176
portlesliemouth.net -> 176.106.118.207,68.128.113.133,209.199.112.100
visit-association.com -> 222.108.128.35,101.163.244.169,123.135.57.166
samanthafletcher.com -> 159.192.222.177
fearcloud.biz -> 118.110.30.212,183.108.91.68
fieldsjohnsonandmuno.com -> 70.222.53.92
papersociety.edu -> 14.12.35.3,23.2.85.241,76.223.71.74
westkellyside.org -> 139.53.140.190,36.86.62.190,66.173.169.251
debateassociation.com -> 185.155.127.82
society-trade.com -> 185.102.221.166
gabriel351.com -> 75.156.187.245
formercenter.com -> 1.18.156.167,183.77.251.100
kathleen.taylor.com -> 3.202.102.236,157.247.249.142,59.136.126.142
although-association.edu -> 199.198.68.167,174.143.187.44
eastkimberlyport-city.net -> 77.152.210.36
organizationdigital.org -> 158.26.200.15,7.176.103.207
caldwell920.net -> 129.93.192.159
garciagonzalezandall.net -> 141.22.254.236,156.167.96.249
janice-white.com -> 183.193.97.15
mrs-dev.com -> 104.18.21.78,27.36.223.35
workerml.com -> 37.28.45.137,4.240.16.232,113.175.225.79
portterrychesterregion.edu -> 92.3.128.25,175.63.120.146,171.249.33.201
charlestaylor.org -> 136.160.34.10,183.73.16.43
eastalyssamouth.com -> 60.5.202.16
center-expect.net -> 75.226.128.176
techeconomy.org -> 128.211.255.59
butlergroup.com -> 31.109.249.54
wheelerltd.org -> 111.141.236.2
mcfarlandgrayandpete.com -> 210.13.120.118
current-cloud.org -> 217.4.137.160,154.130.94.182
apime.info -> 201.116.54.74
bensonllc.com -> 60.247.133.161,43.95.103.201
ramosturner.net -> 162.86.231.49
morris563.com -> 177.141.144.33,151.97.20.148
stacy362.com -> 71.46.144.229
association-forward.com -> 191.62.10.58,215.110.95.227
codeof.com -> 210.98.219.202
stevensmitchell.biz -> 34.95.121.24
range-foundation.org -> 58.122.48.109
karen49.info -> 11.60.131.66
mother-ml.biz -> 178.42.176.14
systrade.com -> 144.150.90.161,17.239.225.176
porttodd-region.net -> 14.218.108.113,83.38.3.187,187.2.227.102
however-association.com -> 102.246.212.120,169.147.75.29,117.192.199.199
ramirezllc.org -> 26.217.26.68,85.149.101.51,180.69.113.26
richard824.edu -> 76.246.63.89,164.79.59.59
wandastevenson.com -> 222.216.251.211,71.11.231.254,152.240.147.244
institute-spring.com -> 110.11.155.64,157.156.195.68,202.128.122.217
medical-soft.net -> 43.130.225.31,200.220.198.59,129.146.206.224
hawkins519.com -> 145.220.236.223,30.52.110.161,181.238.247.172
roseduncan.com -> 211.238.104.129
laura.moore.com -> 184.250.0.117,75.62.175.52
sarah.miles.edu -> 64.15.255.53
lopezallen.org -> 134.17.23.69,219.137.119.216,125.120.227.238
calebside.edu -> 148.94.252.220,5.233.139.247,64.58.252.67
approachsociety.com -> 219.27.231.190
interestsociety.net -> 115.63.151.118
westcenter.info -> 212.210.58.85
wellsnguyen.net -> 32.148.160.243,60.151.255.91
particularly-foundation.com -> 166.21.184.244,38.106.176.41
claytonhavenonline.com -> 155.242.170.247
northjames.org -> 187.187.228.90
as-data.net -> 168.208.200.239,218.10.16.245
imagine-society.com -> 45.117.255.151,56.190.19.182
brentfrazier.com -> 173.102.17.250,101.87.10.10
melissa-stephens.biz -> 108.161.181.134,45.169.119.117,36.254.130.200
harrissmith.com -> 3.140.190.91
bobbyharrison.com -> 180.223.57.11,8.58.127.61
web-eat.info -> 207.61.230.240
charlottehaven-online.org -> 174.69.152.57,191.252.205.133
duncanwelch.biz -> 23.170.84.147
cyberenvironmental.net -> 169.56.250.83
cyber-town.org -> 198.136.217.138
dropcode.com -> 204.125.14.164
southrobertfurtarea.com -> 20.153.1.41
foundation-need.com -> 125.69.202.26,50.145.17.149
fergusonllc.com -> 28.27.139.157,109.161.197.218,70.169.113.78
cynthia-dixon.org -> 9.70.219.32,90.136.89.20,177.236.158.136
coverassociation.com -> 208.50.49.199
roberttown-online.com -> 156.76.246.251,122.175.26.221
jamescalderon.com -> 152.77.147.122,212.74.135.12,216.224.235.254
northrobertfortonline.net -> 6.77.153.103,62.30.240.35,215.17.49.167
blankenshipgroup.com -> 43.95.111.90
hillprinceandschroed.net -> 150.45.203.169,122.8.177.1
murrayinc.com -> 128.250.221.208
association-right.com -> 21.125.57.235
andrewburylocal.com -> 129.162.91.38,196.31.41.100,171.188.33.98
weblight.com -> 85.191.148.112
jesus.walker.org -> 102.124.252.252
victor-miller.biz -> 26.35.35.128,36.57.36.128
hartplc.com -> 146.187.181.65
eastadamonline.net -> 178.79.170.173,43.149.118.254
anyone-association.com -> 13.170.221.127,92.48.242.31,208.29.95.50
portericchester.net -> 104.186.80.145
melissa-malone.com -> 23.75.142.32,196.139.33.198,126.32.112.28
clayllc.com -> 115.243.250.71
loretta-watts.edu -> 104.187.181.154,181.99.108.28
messagecenter.org -> 118.91.226.236,163.213.216.162,3.32.121.195
find-foundation.gov -> 78.216.146.140,28.147.84.124
hear-foundation.com -> 122.32.205.156,109.179.169.16
jo-smith.com -> 112.107.186.10,12.19.22.136,174.76.195.122
riosbergregion.org -> 130.254.230.95,8.83.94.121,35.169.151.198
somebodyassociation.com -> 175.246.241.86,149.105.193.218,148.40.48.252
